,Median Age,Population,Population (White Alone),Population (Black Alone),Population (American Indian or Alaskan Native Alone),Population (Asian Alone),Population (Native Hawaiian and Other Pacific Islander Alone),Population (Two or more races),Household Income,Per Capita Income,Employed,Unemployed,Zipcode
24790,43.2,17824.0,15955.0,30.0,40.0,513.0,0.0,127.0,82904.0,46008.0,8570.0,647.0,78734
24791,35.1,16882.0,14522.0,167.0,7.0,999.0,7.0,462.0,74571.0,55802.0,8362.0,334.0,78735
24792,44.4,6841.0,5957.0,13.0,0.0,420.0,0.0,215.0,84375.0,39407.0,3738.0,245.0,78736
24793,39.3,12882.0,11519.0,157.0,100.0,511.0,0.0,134.0,116250.0,46334.0,6347.0,278.0,78737
24794,39.4,12457.0,11134.0,41.0,16.0,956.0,0.0,240.0,126233.0,54528.0,5514.0,337.0,78738
24795,35.6,16911.0,14187.0,197.0,131.0,1208.0,0.0,766.0,126525.0,48456.0,7784.0,298.0,78739
24796,25.5,48246.0,25204.0,4658.0,273.0,2241.0,140.0,1472.0,30183.0,16270.0,27326.0,2736.0,78741
24797,32.4,901.0,471.0,27.0,0.0,0.0,0.0,6.0,34076.0,15768.0,362.0,43.0,78742
24798,27.6,43452.0,22304.0,3459.0,536.0,176.0,18.0,1192.0,41056.0,15903.0,20607.0,2141.0,78744
24799,34.8,54917.0,45698.0,2209.0,404.0,830.0,31.0,1497.0,49243.0,27671.0,32715.0,2622.0,78745
24800,41.5,26939.0,23716.0,181.0,29.0,1972.0,0.0,703.0,125327.0,77355.0,13107.0,598.0,78746
24801,33.1,14158.0,9101.0,847.0,634.0,734.0,0.0,360.0,57904.0,27794.0,7193.0,591.0,78747
24802,32.1,40290.0,32709.0,2140.0,36.0,1365.0,68.0,1288.0,65889.0,31270.0,23406.0,1520.0,78748
24803,34.9,34391.0,28560.0,1292.0,146.0,2391.0,22.0,1146.0,80956.0,38495.0,19739.0,770.0,78749
24804,39.5,27119.0,21697.0,853.0,18.0,2745.0,82.0,789.0,75958.0,43194.0,14391.0,925.0,78750
24805,28.3,14340.0,12132.0,242.0,0.0,798.0,0.0,562.0,38624.0,31026.0,9231.0,888.0,78751
24806,30.4,17170.0,11332.0,2607.0,158.0,493.0,0.0,269.0,33271.0,18706.0,9518.0,963.0,78752
24807,29.6,52384.0,28844.0,6524.0,516.0,3183.0,82.0,1061.0,39593.0,18137.0,26866.0,2577.0,78753
24808,30.3,13570.0,6512.0,2585.0,34.0,2047.0,0.0,456.0,53274.0,27534.0,7787.0,736.0,78754
24809,35.5,8060.0,7244.0,240.0,0.0,380.0,21.0,64.0,59685.0,43571.0,5164.0,197.0,78756
24810,37.9,22718.0,18917.0,352.0,43.0,664.0,0.0,256.0,55156.0,33963.0,13360.0,821.0,78757
24811,29.8,45105.0,23949.0,6318.0,212.0,2722.0,43.0,996.0,41792.0,22340.0,24757.0,2717.0,78758
24812,37.4,39850.0,30981.0,1393.0,36.0,4938.0,0.0,995.0,65672.0,46871.0,23877.0,1693.0,78759
