,Median Age,Population,Population (White Alone),Population (Black Alone),Population (American Indian or Alaskan Native Alone),Population (Asian Alone),Population (Native Hawaiian and Other Pacific Islander Alone),Population (Two or more races),Household Income,Per Capita Income,Employed,Unemployed,Zipcode
25817,30.5,13198.0,10111.0,524.0,81.0,1559.0,0.0,250.0,66224.0,42366.0,8129.0,366.0,78726
25818,31.6,28075.0,19598.0,2358.0,104.0,3929.0,0.0,727.0,63952.0,35229.0,17423.0,1037.0,78727
25819,30.1,20232.0,12967.0,3004.0,201.0,2258.0,110.0,694.0,46870.0,28827.0,12362.0,829.0,78728
25820,31.7,27024.0,20429.0,2357.0,93.0,2552.0,0.0,976.0,61165.0,32762.0,16530.0,1091.0,78729
25821,37.2,8242.0,6783.0,212.0,0.0,889.0,68.0,206.0,121765.0,66307.0,4441.0,146.0,78730
25822,39.2,24898.0,21629.0,400.0,104.0,2152.0,33.0,348.0,80192.0,57630.0,13339.0,550.0,78731
25823,35.0,13389.0,11072.0,201.0,53.0,1337.0,0.0,291.0,125171.0,49034.0,6114.0,316.0,78732
25824,39.3,9219.0,8204.0,27.0,0.0,736.0,0.0,152.0,119516.0,55940.0,4260.0,118.0,78733
25825,43.7,16729.0,14361.0,30.0,94.0,383.0,10.0,102.0,85233.0,45415.0,8308.0,430.0,78734
25826,35.6,16024.0,13752.0,115.0,8.0,1060.0,0.0,324.0,74857.0,57616.0,8248.0,314.0,78735
25827,43.4,6599.0,5759.0,10.0,0.0,347.0,0.0,213.0,85826.0,39409.0,3662.0,203.0,78736
25828,39.8,12458.0,11416.0,148.0,104.0,423.0,0.0,86.0,115714.0,45085.0,5969.0,255.0,78737
25829,39.5,11504.0,10554.0,40.0,36.0,597.0,0.0,230.0,121522.0,53976.0,5057.0,288.0,78738
25830,35.5,15957.0,13399.0,295.0,84.0,1079.0,0.0,516.0,132552.0,48088.0,7459.0,181.0,78739
25831,25.3,46959.0,20892.0,4461.0,63.0,1929.0,132.0,1060.0,30021.0,15732.0,26415.0,2309.0,78741
25832,36.2,780.0,267.0,64.0,0.0,0.0,0.0,4.0,21071.0,14475.0,282.0,51.0,78742
25833,27.5,41593.0,17907.0,3426.0,358.0,130.0,64.0,783.0,39652.0,15876.0,19993.0,1748.0,78744
25834,33.6,55010.0,42196.0,1904.0,375.0,907.0,14.0,1515.0,48029.0,26135.0,32387.0,2586.0,78745
25835,41.7,26677.0,24134.0,175.0,28.0,1479.0,0.0,597.0,129188.0,77250.0,13055.0,534.0,78746
25836,32.9,13179.0,7786.0,846.0,516.0,529.0,0.0,452.0,56357.0,29487.0,6911.0,479.0,78747
25837,31.8,37784.0,29989.0,1899.0,165.0,1184.0,44.0,1010.0,66661.0,32026.0,22543.0,1214.0,78748
25838,34.8,33947.0,27816.0,1483.0,145.0,2461.0,17.0,971.0,79712.0,39161.0,19893.0,650.0,78749
25839,39.6,26734.0,20569.0,1303.0,32.0,2704.0,16.0,793.0,79685.0,45128.0,14467.0,935.0,78750
25840,28.0,14526.0,12044.0,252.0,0.0,1027.0,0.0,647.0,37521.0,30867.0,9287.0,795.0,78751
25841,30.3,16494.0,11640.0,2192.0,69.0,382.0,0.0,284.0,33173.0,18983.0,9407.0,918.0,78752
25842,29.2,51547.0,28196.0,6274.0,640.0,3253.0,0.0,894.0,40463.0,18369.0,26753.0,2626.0,78753
25843,29.9,13326.0,5969.0,2579.0,22.0,1702.0,192.0,470.0,54087.0,27113.0,7624.0,496.0,78754
25844,35.9,7682.0,7036.0,236.0,2.0,242.0,15.0,65.0,59745.0,43663.0,4941.0,240.0,78756
25845,37.4,22542.0,18773.0,389.0,39.0,735.0,0.0,298.0,54205.0,32848.0,13312.0,771.0,78757
25846,29.5,43577.0,21342.0,5678.0,338.0,3063.0,33.0,1043.0,42194.0,22246.0,24059.0,2483.0,78758
25847,36.0,40602.0,31247.0,1287.0,44.0,4673.0,0.0,1072.0,65851.0,45221.0,23969.0,1580.0,78759
