"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"60515","IL","Chicago-Naperville-Elgin","DuPage County","Downers Grove",3164,1662,-0.0203,-0.0124,0.0039,11491
2020-01-31,"77532","TX","Houston-The Woodlands-Sugar Land","Harris County","Crosby",3165,1257,-0.0028,0.0184,-0.0321,10788
2020-01-31,"11787","NY","New York-Newark-Jersey City","Suffolk County","Smithtown",3166,2829,-0.0086,-0.0084,0.0229,8737
2020-01-31,"39157","MS","Jackson","Madison County","Ridgeland",3167,1344,0.0194,0.0135,0.038,7895
2020-01-31,"31705","GA","Albany","Dougherty County","Albany",3168,584,-0.0132,-0.0065,0.0076,8387
2020-01-31,"43082","OH","Columbus","Franklin County","Westerville",3169,2000,-0.0013,0.0113,0.0179,12040
2020-01-31,"90039","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",3170,2918,-0.0153,-0.0058,0.0178,8278
2020-01-31,"48317","MI","Detroit-Warren-Dearborn","Macomb County","Shelby",3171,1262,0.0024,-0.0066,0.0123,9121
2020-01-31,"84129","UT","Salt Lake City","Salt Lake County","Taylorsville",3172,1464,-0.0106,-0.0062,0.0191,12369
2020-01-31,"48089","MI","Detroit-Warren-Dearborn","Macomb County","Warren",3173,954,0.0022,0.015,0.0047,12570
2020-01-31,"55428","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","New Hope",3174,1462,-0.0024,0.0093,0.0288,5839
2020-01-31,"39208","MS","Jackson","Rankin County","Pearl",3175,1038,-0.0214,-0.0397,-0.0119,9784
2020-01-31,"07410","NJ","New York-Newark-Jersey City","Bergen County","Fair Lawn",3176,2168,0.004,-0.0329,-0.0395,12019
2020-01-31,"10030","NY","New York-Newark-Jersey City","New York County","New York",3177,2929,-0.0045,-0.0043,0.0452,2226
2020-01-31,"84660","UT","Provo-Orem","Utah County","Spanish Fork",3178,1252,-0.0123,-0.0089,0.0081,11161
2020-01-31,"95340","CA","Merced","Merced County","Merced",3179,1332,-0.0095,-0.0239,0.0112,10958
2020-01-31,"46131","IN","Indianapolis-Carmel-Anderson","Johnson County","Franklin",3180,1215,-0.002,0.0038,0.0589,11089
2020-01-31,"01089","MA","Springfield","Hampden County","West Springfield",3181,1204,-0.0057,-0.0117,-0.0045,8746
2020-01-31,"33173","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Kendall",3182,1866,-0.0065,-0.0114,-0.0108,14076
2020-01-31,"83814","ID","Coeur d'Alene","Kootenai County","Coeur d'Alene",3183,1670,-0.0001,0.0257,0.1151,12638
2020-01-31,"23227","VA","Richmond","Richmond City","Richmond",3184,1227,0.0029,0.0134,0.0223,7426
2020-01-31,"37801","TN","Knoxville","Blount County","Maryville",3185,1250,0.0093,-0.0051,0.0612,9542
2020-01-31,"95993","CA","Yuba City","Sutter County","Yuba City",3186,1643,0.0091,0.0669,0.1098,10908
2020-01-31,"17268","PA","Chambersburg-Waynesboro","Franklin County","Washington Township",3187,945,0.0064,0.0139,-0.005,8212
2020-01-31,"28146","NC","Charlotte-Concord-Gastonia","Rowan County","Salisbury",3188,968,0.0122,0.051,0.0406,10861
2020-01-31,"98512","WA","Olympia-Tumwater","Thurston County","Tumwater",3189,1587,-0.0189,-0.0204,-0.0068,9439
2020-01-31,"32905","FL","Palm Bay-Melbourne-Titusville","Brevard County","Palm Bay",3190,1317,0.0023,0.0181,0.0546,10631
2020-01-31,"47421","IN","Bedford","Lawrence County","Bedford",3191,903,-0.0001,-0.0169,0.0181,11241
2020-01-31,"80033","CO","Denver-Aurora-Lakewood","Jefferson County","Wheat Ridge",3192,1661,0.0145,0.0289,0.0153,9920
2020-01-31,"78728","TX","Austin-Round Rock","Travis County","Austin",3193,1424,-0.0033,0.0039,0.0299,6140
2020-01-31,"06051","CT","Hartford-West Hartford-East Hartford","Hartford County","New Britain",3194,1160,-0.0003,-0.0047,0.0029,6256
2020-01-31,"08822","NJ","New York-Newark-Jersey City","Hunterdon County","Raritan Township",3195,2136,0.0126,-0.0135,-0.01,11717
2020-01-31,"01826","MA","Boston-Cambridge-Newton","Middlesex County","Dracut",3196,2005,-0.0186,-0.0173,-0.0232,11146
2020-01-31,"63139","MO","St. Louis","Saint Louis City","Saint Louis",3197,949,0.0032,-0.0039,0.0666,10506
2020-01-31,"76087","TX","Dallas-Fort Worth-Arlington","Parker County","Weatherford",3198,1602,-0.0076,-0.0137,-0.0119,10314
2020-01-31,"27012","NC","Winston-Salem","Forsyth County","Clemmons",3199,1117,-0.0122,-0.0129,0.0325,11211
2020-01-31,"67207","KS","Wichita","Sedgwick County","Wichita",3200,941,0.0171,0.0041,0.0656,8698
2020-01-31,"32408","FL","Panama City","Bay County","Panama City Beach",3201,1697,-0.0263,-0.0812,0.137,17776
2020-01-31,"45239","OH","Cincinnati","Hamilton County","White Oak",3202,952,-0.0044,0.0203,0.0554,10151
2020-01-31,"27278","NC","Durham-Chapel Hill","Orange County","Hillsborough",3203,1289,-0.0087,0.0206,-0.0113,10678
2020-01-31,"53204","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",3204,793,-0.0174,-0.0125,0.0568,6712
2020-01-31,"81007","CO","Pueblo","Pueblo County","Pueblo",3205,1324,-0.0209,-0.0345,0.0297,11177
2020-01-31,"11801","NY","New York-Newark-Jersey City","Nassau County","Hicksville",3206,2765,0.0027,0.0276,0.0226,13603
2020-01-31,"57104","SD","Sioux Falls","Minnehaha County","Sioux Falls",3207,850,-0.0146,0.0267,0.0732,6847
2020-01-31,"40504","KY","Lexington-Fayette","Fayette County","Lexington",3208,978,-0.0124,-0.0115,-0.0217,6731
2020-01-31,"02176","MA","Boston-Cambridge-Newton","Middlesex County","Melrose",3209,2367,-0.0002,0.0062,0.0458,9732
2020-01-31,"46545","IN","South Bend-Mishawaka","Saint Joseph County","Mishawaka",3210,978,0.0129,0.0101,-0.0236,7385
2020-01-31,"55060","MN","Owatonna","Steele County","Owatonna",3211,1151,-0.0082,0.0099,0.0048,11010
2020-01-31,"91776","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","San Gabriel",3212,2522,0.0058,0.0088,0.025,7651
2020-01-31,"65616","MO","Branson","Taney County","Branson",3213,941,-0.0095,-0.02,-0.0367,15068
2020-01-31,"33026","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Pembroke Pines",3214,1635,-0.0007,-0.0015,0.0068,15559
2020-01-31,"40065","KY","Louisville/Jefferson County","Shelby County","Shelbyville",3215,1098,-0.0014,0.0131,0.0611,5792
2020-01-31,"75254","TX","Dallas-Fort Worth-Arlington","Dallas County","Dallas",3216,1465,-0.0035,0.0296,0.0247,4884
2020-01-31,"32773","FL","Orlando-Kissimmee-Sanford","Seminole County","Sanford",3217,1278,0.0095,0.012,0.0278,10379
2020-01-31,"93420","CA","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County","Arroyo Grande",3218,2405,0.0008,-0.0112,-0.005,9059
2020-01-31,"95070","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","Saratoga",3219,4107,0.0118,-0.0275,-0.0242,11357
2020-01-31,"11104","NY","New York-Newark-Jersey City","Queens County","New York",3220,2136,-0.0103,0.0139,0.0273,6918
2020-01-31,"32817","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",3221,1437,-0.0102,-0.0142,0.0146,10654
2020-01-31,"55426","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Saint Louis Park",3222,1532,0.001,0.0001,0.0412,9564
2020-01-31,"55024","MN","Minneapolis-St. Paul-Bloomington","Dakota County","Farmington",3223,1552,0.0093,0.0072,0.1269,12707
2020-01-31,"98466","WA","Seattle-Tacoma-Bellevue","Pierce County","University Place",3224,1767,-0.0011,0.0023,0.0374,9571
2020-01-31,"30306","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",3225,2035,-0.005,-0.0013,0.0301,10593
2020-01-31,"72205","AR","Little Rock-North Little Rock-Conway","Pulaski County","Little Rock",3226,838,-0.0114,-0.0162,-0.007,9234
2020-01-31,"80302","CO","Boulder","Boulder County","Boulder",3227,2499,0.0202,0.0291,0.0073,9627
2020-01-31,"33870","FL","Sebring","Highlands County","Sebring",3228,1042,-0.0029,0.0406,0.0606,8429
2020-01-31,"98335","WA","Seattle-Tacoma-Bellevue","Pierce County","Gig Harbor",3229,1890,-0.0121,-0.011,-0.0142,10683
2020-01-31,"77630","TX","Beaumont-Port Arthur","Orange County","Orange",3230,1094,-0.0027,0.0196,0.0053,9630
2020-01-31,"80301","CO","Boulder","Boulder County","Boulder",3231,2072,-0.007,-0.0024,0.0173,11363
2020-01-31,"37205","TN","Nashville-Davidson--Murfreesboro--Franklin","Davidson County","Nashville",3232,1981,-0.0085,-0.0196,0.0052,11258
2020-01-31,"36542","AL","Daphne-Fairhope-Foley","Baldwin County","Gulf Shores",3233,1386,-0.0077,-0.0215,0.0083,12943
2020-01-31,"22207","VA","Washington-Arlington-Alexandria","Arlington County","Arlington",3234,2200,-0.0063,0.0285,0.0759,11610
2020-01-31,"34472","FL","Ocala","Marion County","Ocala",3235,1022,-0.0009,0.0215,0.0536,14091
2020-01-31,"37323","TN","Cleveland","Bradley County","Cleveland",3236,962,0.0081,0.0259,0.0833,10679
2020-01-31,"78040","TX","Laredo","Webb County","Laredo",3237,883,-0.0192,-0.0404,-0.0157,3934
2020-01-31,"31324","GA","Savannah","Bryan County","Richmond Hill",3238,1332,-0.0019,0.0082,-0.0138,13705
2020-01-31,"48045","MI","Detroit-Warren-Dearborn","Macomb County","Harrison",3239,1216,0.0107,-0.0197,0.0106,10852
2020-01-31,"32757","FL","Orlando-Kissimmee-Sanford","Lake County","Mount Dora",3240,1403,0.0064,0.0316,0.1006,11434
2020-01-31,"76040","TX","Dallas-Fort Worth-Arlington","Tarrant County","Euless",3241,1459,-0.0092,-0.0007,0.0228,6730
2020-01-31,"91325","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",3242,2749,-0.0025,0.0182,0.0236,8119
2020-01-31,"72113","AR","Little Rock-North Little Rock-Conway","Pulaski County","Maumelle",3243,903,0.0023,0.0023,-0.0008,8677
2020-01-31,"55128","MN","Minneapolis-St. Paul-Bloomington","Washington County","Oakdale",3244,1552,0.0085,0.0044,0.0101,10027
2020-01-31,"78589","TX","McAllen-Edinburg-Mission","Hidalgo County","San Juan",3245,810,-0.0026,-0.001,-0.0251,9986
2020-01-31,"48101","MI","Detroit-Warren-Dearborn","Wayne County","Allen Park",3246,1077,-0.0063,0.0099,0.0221,12123
2020-01-31,"60438","IL","Chicago-Naperville-Elgin","Cook County","Lansing",3247,1227,-0.0116,-0.0272,-0.014,10986
2020-01-31,"18015","PA","Allentown-Bethlehem-Easton","Northampton County","Bethlehem",3248,1343,0.0106,0.0166,0.0294,9906
2020-01-31,"29154","SC","Sumter","Sumter County","Sumter",3249,912,-0.012,-0.0123,0.038,10088
2020-01-31,"45236","OH","Cincinnati","Hamilton County","Deer Park",3250,1324,0.0063,0.0286,0.0838,8707
2020-01-31,"20165","VA","Washington-Arlington-Alexandria","Loudoun County","Sterling",3251,2249,-0.0067,-0.0063,0.0001,11496
2020-01-31,"35803","AL","Huntsville","Madison County","Huntsville",3252,1046,0.0057,0.0404,0.0577,11685
2020-01-31,"92802","CA","Los Angeles-Long Beach-Anaheim","Orange County","Anaheim",3253,2629,-0.0095,-0.001,0.0151,6104
2020-01-31,"53220","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Greenfield",3254,1091,0.0127,0.0384,0.0775,3547
2020-01-31,"97070","OR","Portland-Vancouver-Hillsboro","Clackamas County","Wilsonville",3255,1788,0.0015,0.0024,0.0193,9173
2020-01-31,"19038","PA","Philadelphia-Camden-Wilmington","Montgomery County","Abington Township",3256,1607,0.0008,0.018,0.0818,10890
2020-01-31,"36561","AL","Daphne-Fairhope-Foley","Baldwin County","Orange Beach",3257,1523,0.0004,0.0042,0.0368,8554
2020-01-31,"75189","TX","Dallas-Fort Worth-Arlington","Rockwall County","Royse City",3258,1542,0.0003,0.0127,0.0084,12397
2020-01-31,"43219","OH","Columbus","Franklin County","Columbus",3259,983,0.0042,0.0264,0.0177,9506
2020-01-31,"46176","IN","Indianapolis-Carmel-Anderson","Shelby County","Shelbyville",3260,849,-0.0082,-0.0395,-0.0849,10421
2020-01-31,"46241","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",3261,816,0,0.0084,0.0031,9382
2020-01-31,"19601","PA","Reading","Berks County","Reading",3262,1022,0.0191,0.0601,0.1443,7885
2020-01-31,"49686","MI","Traverse City","Grand Traverse County","Traverse City",3263,1369,-0.0075,-0.0109,-0.0066,13200
2020-01-31,"23860","VA","Richmond","Hopewell City","Hopewell",3264,999,-0.0038,-0.0332,-0.0005,10695
2020-01-31,"37921","TN","Knoxville","Knox County","Knoxville",3265,1092,-0.0101,0.0025,-0.0123,10280
2020-01-31,"76548","TX","Killeen-Temple","Bell County","Harker Heights",3266,955,0.0057,0.0169,0.038,10025
2020-01-31,"53213","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Wauwatosa",3267,987,-0.0023,0.0123,0.013,1965
2020-01-31,"55033","MN","Minneapolis-St. Paul-Bloomington","Dakota County","Hastings",3268,1442,-0.0026,-0.029,0.0026,10546
2020-01-31,"29566","SC","Myrtle Beach-Conway-North Myrtle Beach","Horry County","Little River",3269,1244,-0.0099,-0.019,0.0099,13617
2020-01-31,"53105","WI","Racine","Racine County","Rochester",3270,1310,0.0046,0.0039,0.0358,6065
2020-01-31,"21201","MD","Baltimore-Columbia-Towson","Baltimore City","Baltimore",3271,1244,0.0014,-0.0174,-0.0129,3166
2020-01-31,"97008","OR","Portland-Vancouver-Hillsboro","Washington County","Beaverton",3272,1580,-0.0014,0.0039,-0.0024,7306
2020-01-31,"60076","IL","Chicago-Naperville-Elgin","Cook County","Skokie",3273,1639,-0.0069,-0.0023,0.0226,12282
2020-01-31,"11937","NY","New York-Newark-Jersey City","Suffolk County","East Hampton",3274,24675,0.0274,0.0515,-0.0291,5123
2020-01-31,"39466","MS","Picayune","Pearl River County","Picayune",3275,873,-0.0062,-0.0165,-0.0302,10265
2020-01-31,"93955","CA","Salinas","Monterey County","Seaside",3276,2685,0.0072,-0.0005,0.0753,6864
2020-01-31,"95204","CA","Stockton-Lodi","San Joaquin County","Stockton",3277,1577,0.0116,0.0268,0.0546,10281
2020-01-31,"28150","NC","Shelby","Cleveland County","Shelby",3278,899,0.0277,0.016,0.0466,10913
2020-01-31,"94063","CA","San Francisco-Oakland-Hayward","San Mateo County","Redwood City",3279,3440,-0.0052,-0.0293,0.0287,6444
2020-01-31,"93454","CA","Santa Maria-Santa Barbara","Santa Barbara County","Santa Maria",3280,2028,0.0014,0.0122,0.0919,9215
2020-01-31,"06824","CT","Bridgeport-Stamford-Norwalk","Fairfield County","Fairfield",3281,2413,0.0001,-0.0109,0.0539,22490
2020-01-31,"76182","TX","Dallas-Fort Worth-Arlington","Tarrant County","North Richland Hills",3282,1592,-0.0068,0.0182,0.0715,12130
2020-01-31,"75042","TX","Dallas-Fort Worth-Arlington","Dallas County","Garland",3283,1405,0.007,0.029,0.032,9087
2020-01-31,"55912","MN","Austin","Mower County","Austin",3284,785,0.0069,-0.0171,-0.0523,11493
2020-01-31,"98607","WA","Portland-Vancouver-Hillsboro","Clark County","Camas",3285,1735,0.0021,-0.0054,0.0052,12485
2020-01-31,"04330","ME","Augusta-Waterville","Kennebec County","Augusta",3286,1017,0.0011,0.016,0.0085,7686
2020-01-31,"82801","WY","Sheridan","Sheridan County","Sheridan",3287,1073,-0.019,-0.0204,0.0613,11781
2020-01-31,"91403","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",3288,2939,-0.0101,-0.0042,-0.0002,8192
2020-01-31,"34481","FL","Ocala","Marion County","Ocala",3289,1195,-0.0001,0.0105,0.0369,13386
2020-01-31,"02889","RI","Providence-Warwick","Kent County","Warwick",3290,1482,0.0019,0.0025,0.0076,11062
2020-01-31,"43512","OH","Defiance","Defiance County","Defiance",3291,944,0.0082,0.0041,0.0376,10736
2020-01-31,"80241","CO","Denver-Aurora-Lakewood","Adams County","Thornton",3292,1785,0.0081,0.0278,0.0304,11810
2020-01-31,"70503","LA","Lafayette","Lafayette Parish","Lafayette",3293,1115,-0.0001,-0.015,-0.0612,10498
2020-01-31,"96825","HI","Urban Honolulu","Honolulu County","Honolulu",3294,2853,-0.0079,-0.0192,-0.0074,12488
2020-01-31,"97062","OR","Portland-Vancouver-Hillsboro","Washington County","Tualatin",3295,1666,-0.002,0.0141,-0.0014,7731
2020-01-31,"29926","SC","Hilton Head Island-Bluffton-Beaufort","Beaufort County","Hilton Head Island",3296,2016,0.0158,0.0065,0.0199,12872
2020-01-31,"32901","FL","Palm Bay-Melbourne-Titusville","Brevard County","Melbourne",3297,1327,-0.0003,-0.0004,0.0155,8972
2020-01-31,"92123","CA","San Diego-Carlsbad","San Diego County","San Diego",3298,2673,0.0012,0.005,0.0337,8396
2020-01-31,"07050","NJ","New York-Newark-Jersey City","Essex County","Orange",3299,1607,-0.0037,0.0101,0.0109,4657
2020-01-31,"50021","IA","Des Moines-West Des Moines","Polk County","Ankeny",3300,1135,0.0021,0.0102,0.0148,10424
2020-01-31,"83687","ID","Boise City","Canyon County","Nampa",3301,1213,0.0125,0.0077,0.0666,11104
2020-01-31,"75032","TX","Dallas-Fort Worth-Arlington","Rockwall County","Rockwall",3302,1872,0.0105,0.0065,0.0415,13345
2020-01-31,"17201","PA","Chambersburg-Waynesboro","Franklin County","Chambersburg",3303,947,0.0056,0.0328,0.0269,6979
2020-01-31,"92120","CA","San Diego-Carlsbad","San Diego County","San Diego",3304,2500,0.0058,0.0105,0.035,10842
2020-01-31,"70403","LA","Hammond","Tangipahoa Parish","Hammond",3305,1072,-0.0033,0.0002,-0.02,8822
2020-01-31,"76020","TX","Dallas-Fort Worth-Arlington","Tarrant County","Azle",3306,1338,0.0033,-0.0069,-0.012,9331
2020-01-31,"77502","TX","Houston-The Woodlands-Sugar Land","Harris County","Pasadena",3307,1247,-0.0196,-0.0017,-0.0581,8304
2020-01-31,"12804","NY","Glens Falls","Washington County","Town Of Kingsbury",3308,1293,0.0129,-0.0018,-0.0734,10682
2020-01-31,"95210","CA","Stockton-Lodi","San Joaquin County","Stockton",3309,1582,0.0104,0.0277,0.0618,9469
2020-01-31,"93021","CA","Oxnard-Thousand Oaks-Ventura","Ventura County","Moorpark",3310,2552,-0.0035,-0.0037,0.0073,11400
2020-01-31,"02116","MA","Boston-Cambridge-Newton","Suffolk County","Boston",3311,3313,-0.0004,0.0083,0.0388,12169
2020-01-31,"45431","OH","Dayton","Greene County","Beavercreek",3312,1066,0.007,0.0172,0.0585,7870
2020-01-31,"15010","PA","Pittsburgh","Beaver County","Chippewa Township",3313,925,0.0154,0.0674,0.126,11197
2020-01-31,"08610","NJ","Trenton","Mercer County","Hamilton Township",3314,1479,-0.0139,-0.0018,0.0321,9946
2020-01-31,"22312","VA","Washington-Arlington-Alexandria","Fairfax County","Lincolnia",3315,2065,-0.0044,-0.0014,0.0073,9662
2020-01-31,"11580","NY","New York-Newark-Jersey City","Nassau County","Valley Stream",3316,2563,-0.0023,-0.0168,-0.0227,13632
2020-01-31,"32962","FL","Sebastian-Vero Beach","Indian River County","Vero Beach",3317,1405,0.0087,0.0477,0.03,13763
2020-01-31,"19406","PA","Philadelphia-Camden-Wilmington","Montgomery County","King of Prussia",3318,1771,-0.0026,0.0059,0.0139,9414
2020-01-31,"31525","GA","Brunswick","Glynn County","Brunswick",3319,1196,-0.0006,-0.0032,-0.0017,9599
2020-01-31,"61108","IL","Rockford","Winnebago County","Rockford",3320,943,-0.0005,0.0031,0.0046,10340
2020-01-31,"38834","MS","Corinth","Alcorn County","Corinth",3321,910,-0.016,-0.0004,0.0599,8972
2020-01-31,"77018","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",3322,1426,-0.001,0.0079,0.0081,10936
2020-01-31,"73132","OK","Oklahoma City","Oklahoma County","Oklahoma City",3323,997,0.0071,0.0021,-0.0129,8243
2020-01-31,"12205","NY","Albany-Schenectady-Troy","Albany County","Town of Colonie",3324,1283,-0.0074,0.0035,-0.0115,9792
2020-01-31,"18901","PA","Philadelphia-Camden-Wilmington","Bucks County","Doylestown Township",3325,1962,0.0084,0.0118,0.071,10236
2020-01-31,"98029","WA","Seattle-Tacoma-Bellevue","King County","Issaquah",3326,2434,0.0026,0.0024,0.0476,12754
2020-01-31,"20111","VA","Washington-Arlington-Alexandria","Manassas Park City","Manassas Park",3327,1807,-0.0006,-0.0077,0.0066,11575
2020-01-31,"01876","MA","Boston-Cambridge-Newton","Middlesex County","Tewksbury",3328,2304,0.0141,-0.0034,0.0181,12057
2020-01-31,"91356","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",3329,2974,-0.0032,0.0093,0.0101,10065
2020-01-31,"93637","CA","Madera","Madera County","Madera",3330,1334,-0.0019,0.0075,0.0475,9561
2020-01-31,"98498","WA","Seattle-Tacoma-Bellevue","Pierce County","Lakewood",3331,1724,0.0072,0.0308,0.0648,10991
2020-01-31,"20191","VA","Washington-Arlington-Alexandria","Fairfax County","Reston",3332,2004,0.0056,-0.0006,0.055,12104
2020-01-31,"21209","MD","Baltimore-Columbia-Towson","Baltimore County","Pikesville",3333,1604,-0.0039,-0.0028,-0.0293,7593
2020-01-31,"76117","TX","Dallas-Fort Worth-Arlington","Tarrant County","Haltom City",3334,1285,0.0027,0.0256,0.0437,9214
2020-01-31,"60102","IL","Chicago-Naperville-Elgin","McHenry County","Algonquin",3335,1537,-0.0115,-0.01,0.0041,4159
2020-01-31,"17110","PA","Harrisburg-Carlisle","Dauphin County","Susquehanna Township",3336,1053,-0.0152,-0.023,-0.0042,10599
2020-01-31,"30240","GA","LaGrange","Troup County","Lagrange",3337,1043,0.0028,0.0592,0.1591,11237
