"Date","RegionName","State","Metro","County","City","SizeRank","Zri","MoM","QoQ","YoY","ZriRecordCnt"
2020-01-31,"48234","MI","Detroit-Warren-Dearborn","Wayne County","Detroit",2945,802,0.0017,0.0125,0.0013,14997
2020-01-31,"92108","CA","San Diego-Carlsbad","San Diego County","San Diego",2946,2367,0.0076,0.0083,0.0455,10111
2020-01-31,"95966","CA","Chico","Butte County","Oroville",2947,1329,-0.0141,-0.0332,0.0764,9110
2020-01-31,"07840","NJ","Allentown-Bethlehem-Easton","Warren County","Hackettstown",2948,1681,0.0067,-0.0179,0.0005,10142
2020-01-31,"02840","RI","Providence-Warwick","Newport County","Newport",2949,2119,-0.0117,-0.0323,0.0479,12840
2020-01-31,"28209","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",2950,1611,0.0091,-0.0048,0.0493,10944
2020-01-31,"61008","IL","Rockford","Boone County","Belvidere",2951,1137,-0.0103,-0.0145,-0.0054,10959
2020-01-31,"19151","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",2952,1212,0.0035,-0.0011,0.0186,11099
2020-01-31,"73159","OK","Oklahoma City","Oklahoma County","Oklahoma City",2953,875,0.0029,0.0222,0.0292,11899
2020-01-31,"40701","KY","London","Whitley County","Corbin",2954,869,0.0064,0.0009,0.0211,6457
2020-01-31,"68116","NE","Omaha-Council Bluffs","Douglas County","Omaha",2955,1257,-0.0077,-0.0351,-0.001,11846
2020-01-31,"33138","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Miami",2956,2009,-0.0197,-0.0416,-0.0571,12490
2020-01-31,"83705","ID","Boise City","Ada County","Boise",2957,1312,-0.0132,-0.0196,0.0902,10551
2020-01-31,"55422","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Robbinsdale",2958,1387,-0.0097,-0.0213,-0.0104,10813
2020-01-31,"49548","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",2959,1182,0.0014,0.046,0.0453,8935
2020-01-31,"77550","TX","Houston-The Woodlands-Sugar Land","Galveston County","Galveston",2960,1377,-0.0047,-0.0201,-0.0104,10865
2020-01-31,"35810","AL","Huntsville","Madison County","Huntsville",2961,867,0.0195,0.0356,0.0907,11984
2020-01-31,"07032","NJ","New York-Newark-Jersey City","Hudson County","Kearny",2962,1988,0.0034,-0.0121,0.0159,7634
2020-01-31,"97306","OR","Salem","Marion County","Salem",2963,1507,-0.0019,0.0118,0.0381,9803
2020-01-31,"20886","MD","Washington-Arlington-Alexandria","Montgomery County","Montgomery Village",2964,1643,-0.0013,0.0118,0.0197,11923
2020-01-31,"60169","IL","Chicago-Naperville-Elgin","Cook County","Hoffman Estates",2965,1501,0.0159,0.0223,0.0059,11367
2020-01-31,"60451","IL","Chicago-Naperville-Elgin","Will County","New Lenox",2966,1606,0.0299,0.021,0.0694,1001
2020-01-31,"53705","WI","Madison","Dane County","Madison",2967,1556,-0.0084,0.0143,0.0053,7137
2020-01-31,"74063","OK","Tulsa","Tulsa County","Sand Springs",2968,965,0.0085,0.0097,0.0455,11056
2020-01-31,"53217","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Whitefish Bay",2969,1295,0.0148,0.0044,-0.0483,1044
2020-01-31,"83605","ID","Boise City","Canyon County","Caldwell",2970,1200,-0.0007,-0.0093,0.0819,10557
2020-01-31,"80237","CO","Denver-Aurora-Lakewood","Denver County","Denver",2971,1944,-0.0013,0.0196,0.0579,9228
2020-01-31,"32309","FL","Tallahassee","Leon County","Tallahassee",2972,1292,0.0048,-0.0045,0.03,11964
2020-01-31,"52761","IA","Muscatine","Muscatine County","Muscatine",2973,761,-0.0068,-0.0049,-0.064,10877
2020-01-31,"52501","IA","Ottumwa","Wapello County","Ottumwa",2974,815,0.0244,0.0077,-0.0218,11322
2020-01-31,"89011","NV","Las Vegas-Henderson-Paradise","Clark County","Henderson",2975,1384,0.0113,0.0074,0.0876,15353
2020-01-31,"28560","NC","New Bern","Craven County","New Bern",2976,1029,-0.0038,0.0011,0.0372,12171
2020-01-31,"30310","GA","Atlanta-Sandy Springs-Roswell","Fulton County","Atlanta",2977,1292,0.0268,0.0711,0.0351,12537
2020-01-31,"97267","OR","Portland-Vancouver-Hillsboro","Clackamas County","Milwaukie",2978,1790,0.0039,0.0298,-0.0058,10197
2020-01-31,"93705","CA","Fresno","Fresno County","Fresno",2979,1253,0.0116,0.012,0.0631,9219
2020-01-31,"80550","CO","Greeley","Weld County","Windsor",2980,1804,-0.0013,0.0002,0.0536,15733
2020-01-31,"43537","OH","Toledo","Lucas County","Maumee",2981,1037,-0.0204,0.0075,0.0396,10751
2020-01-31,"93101","CA","Santa Maria-Santa Barbara","Santa Barbara County","Santa Barbara",2982,3625,0.0131,0.0242,0.0207,4646
2020-01-31,"80214","CO","Denver-Aurora-Lakewood","Jefferson County","Lakewood",2983,1589,0.012,0.0226,0.0219,7905
2020-01-31,"85750","AZ","Tucson","Pima County","Tucson",2984,1681,0.0122,0,0.0457,12449
2020-01-31,"99508","AK","Anchorage","Anchorage Borough","Anchorage",2985,1512,0.0108,0.0112,0.0231,9705
2020-01-31,"70501","LA","Lafayette","Lafayette Parish","Lafayette",2986,892,-0.0298,-0.061,-0.0686,10399
2020-01-31,"57108","SD","Sioux Falls","Minnehaha County","Sioux Falls",2987,1159,-0.006,-0.0029,0.015,4741
2020-01-31,"91316","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",2988,2940,-0.0096,0.016,0.0053,10422
2020-01-31,"30215","GA","Atlanta-Sandy Springs-Roswell","Fayette County","Fayetteville",2989,1545,-0.0002,-0.0035,-0.024,14263
2020-01-31,"27332","NC","Sanford","Lee County","Sanford",2990,1060,0.0023,0.0376,0.042,12494
2020-01-31,"78573","TX","McAllen-Edinburg-Mission","Hidalgo County","Alton",2991,832,0.0013,0.0103,-0.0004,9261
2020-01-31,"37067","TN","Nashville-Davidson--Murfreesboro--Franklin","Williamson County","Franklin",2992,1878,0.0042,0.0078,0.0204,11349
2020-01-31,"46205","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",2993,882,-0.0064,-0.0101,0.0193,10641
2020-01-31,"35806","AL","Huntsville","Madison County","Huntsville",2994,1219,0.0023,0.0077,0.1043,7237
2020-01-31,"44129","OH","Cleveland-Elyria","Cuyahoga County","Parma",2995,887,0.0016,0.0183,0.0066,10947
2020-01-31,"64015","MO","Kansas City","Jackson County","Blue Springs",2996,993,-0.0039,-0.0024,0.0136,12291
2020-01-31,"79720","TX","Big Spring","Howard County","Big Spring",2997,1234,0.0143,0.0044,0.0004,12286
2020-01-31,"96782","HI","Urban Honolulu","Honolulu County","Pearl City",2998,2247,0.0049,0.0246,0.0261,10523
2020-01-31,"79605","TX","Abilene","Taylor County","Abilene",2999,902,0.0044,0.013,0.0488,10654
2020-01-31,"91941","CA","San Diego-Carlsbad","San Diego County","La Mesa",3000,2401,0.0044,-0.0011,0.0725,10312
2020-01-31,"30741","GA","Chattanooga","Walker County","Fairview",3001,992,0.0122,0.023,0.0694,11782
2020-01-31,"40004","KY","Bardstown","Nelson County","Bardstown",3002,919,0.0109,0.0184,-0.006,11241
2020-01-31,"19002","PA","Philadelphia-Camden-Wilmington","Montgomery County","Upper Dublin Township",3003,1662,-0.0032,0.0068,0.0181,11746
2020-01-31,"21237","MD","Baltimore-Columbia-Towson","Baltimore County","Rosedale",3004,1504,-0.0006,0.0117,0.0052,10396
2020-01-31,"92651","CA","Los Angeles-Long Beach-Anaheim","Orange County","Laguna Beach",3005,3339,-0.0015,-0.0032,-0.0104,13591
2020-01-31,"84095","UT","Salt Lake City","Salt Lake County","South Jordan",3006,1602,-0.003,0.0098,0.0187,16930
2020-01-31,"11554","NY","New York-Newark-Jersey City","Nassau County","East Meadow",3007,2766,-0.0031,-0.0074,0.0041,12393
2020-01-31,"08865","NJ","Allentown-Bethlehem-Easton","Warren County","Phillipsburg",3008,1406,-0.0012,0.0048,0.0922,12273
2020-01-31,"90064","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",3009,3753,-0.007,-0.0148,0.0309,8530
2020-01-31,"92220","CA","Riverside-San Bernardino-Ontario","Riverside County","Banning",3010,1626,0.0061,0.0021,0.0413,12978
2020-01-31,"22042","VA","Washington-Arlington-Alexandria","Fairfax County","Falls Church",3011,2088,0.0029,0.0067,0.0407,10774
2020-01-31,"33326","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Weston",3012,1798,-0.0102,-0.0166,-0.0145,16423
2020-01-31,"28278","NC","Charlotte-Concord-Gastonia","Mecklenburg County","Charlotte",3013,1468,0.0051,0.0025,-0.0052,13171
2020-01-31,"77075","TX","Houston-The Woodlands-Sugar Land","Harris County","Houston",3014,1202,0.0289,0.0495,-0.0046,9419
2020-01-31,"80104","CO","Denver-Aurora-Lakewood","Douglas County","Castle Rock",3015,1939,-0.0016,-0.0032,0.05,12074
2020-01-31,"30214","GA","Atlanta-Sandy Springs-Roswell","Fayette County","Fayetteville",3016,1440,0.0118,0.0179,0.0287,12274
2020-01-31,"78582","TX","Rio Grande City","Starr County","Rio Grande City",3017,1171,-0.0026,0.0037,0.0184,5106
2020-01-31,"14534","NY","Rochester","Monroe County","Town of Pittsford",3018,1456,-0.015,-0.0703,-0.0261,12297
2020-01-31,"33579","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Riverview",3019,1526,0.0083,0.0313,0.0495,15757
2020-01-31,"02919","RI","Providence-Warwick","Providence County","Johnston",3020,1323,-0.0252,-0.0239,0.0541,10319
2020-01-31,"21009","MD","Baltimore-Columbia-Towson","Harford County","Abingdon",3021,1527,0.0062,-0.0078,-0.0179,11617
2020-01-31,"03079","NH","Boston-Cambridge-Newton","Rockingham County","Salem",3022,1922,-0.0244,-0.0264,0.0248,11073
2020-01-31,"99207","WA","Spokane-Spokane Valley","Spokane County","Spokane",3023,1148,0.0007,0.0204,0.0846,10646
2020-01-31,"93561","CA","Bakersfield","Kern County","Tehachapi",3024,1341,0.0151,0.049,0.0788,11863
2020-01-31,"92637","CA","Los Angeles-Long Beach-Anaheim","Orange County","Laguna Woods",3025,2450,-0.0031,0.0104,0.0251,11749
2020-01-31,"34223","FL","Punta Gorda","Charlotte County","Englewood",3026,2040,-0.0194,0.0154,-0.0787,13101
2020-01-31,"97203","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",3027,1804,0.0059,0.0309,0.0897,10792
2020-01-31,"32937","FL","Palm Bay-Melbourne-Titusville","Brevard County","Satellite Beach",3028,1973,0.0004,-0.0074,0.0366,14859
2020-01-31,"45420","OH","Dayton","Montgomery County","Dayton",3029,813,0.0014,-0.0026,0.0185,9939
2020-01-31,"23233","VA","Richmond","Henrico County","Henrico",3030,1608,0.0009,-0.0109,0.0235,13774
2020-01-31,"97266","OR","Portland-Vancouver-Hillsboro","Multnomah County","Portland",3031,1612,-0.0024,0.0307,0.0604,11008
2020-01-31,"50158","IA","Marshalltown","Marshall County","Marshalltown",3032,871,0.024,0.0307,0.0078,10403
2020-01-31,"76401","TX","Stephenville","Erath County","Stephenville",3033,1075,0.0097,-0.0232,-0.0102,8787
2020-01-31,"34238","FL","North Port-Sarasota-Bradenton","Sarasota County","Sarasota",3034,1899,0.0183,0.0586,-0.0257,14115
2020-01-31,"94903","CA","San Francisco-Oakland-Hayward","Marin County","San Rafael",3035,3376,0.0209,0.0185,0.0143,10914
2020-01-31,"22306","VA","Washington-Arlington-Alexandria","Fairfax County","Hybla Valley",3036,2038,-0.0016,0.0095,0.0439,7268
2020-01-31,"43612","OH","Toledo","Lucas County","Toledo",3037,732,0.0231,0.0512,0.0429,11475
2020-01-31,"61604","IL","Peoria","Peoria County","Peoria",3038,756,-0.009,-0.0056,0.0136,11449
2020-01-31,"49507","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",3039,1261,-0.0014,-0.0037,0.0753,11391
2020-01-31,"87106","NM","Albuquerque","Bernalillo County","Albuquerque",3040,1128,-0.0141,0.0049,0.0151,8175
2020-01-31,"49024","MI","Kalamazoo-Portage","Kalamazoo County","Portage",3041,1145,-0.0272,-0.0485,-0.1107,9830
2020-01-31,"80218","CO","Denver-Aurora-Lakewood","Denver County","Denver",3042,1999,-0.0029,-0.0144,0.0317,8116
2020-01-31,"41011","KY","Cincinnati","Kenton County","Covington",3043,1252,0.0145,0.025,0.0636,4921
2020-01-31,"06512","CT","New Haven-Milford","New Haven County","East Haven",3044,1351,-0.0145,0.0045,-0.0256,19022
2020-01-31,"32807","FL","Orlando-Kissimmee-Sanford","Orange County","Orlando",3045,1345,-0.0002,-0.0038,0.0293,10200
2020-01-31,"33542","FL","Tampa-St. Petersburg-Clearwater","Pasco County","Zephyrhills",3046,1170,0.0047,0.0107,0.051,6316
2020-01-31,"90504","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Torrance",3047,2808,-0.0101,-0.0135,0.0209,8785
2020-01-31,"34743","FL","Orlando-Kissimmee-Sanford","Osceola County","Kissimmee",3048,1524,0.0146,0.0247,0.0477,13394
2020-01-31,"48446","MI","Detroit-Warren-Dearborn","Lapeer County","Lapeer",3049,888,0.0039,0.027,0.0418,1567
2020-01-31,"33407","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","West Palm Beach",3050,1513,-0.0038,-0.0015,-0.0028,11551
2020-01-31,"89081","NV","Las Vegas-Henderson-Paradise","Clark County","North Las Vegas",3051,1353,-0.0104,0,0.0635,15047
2020-01-31,"08043","NJ","Philadelphia-Camden-Wilmington","Camden County","Voorhees Township",3052,1644,0.0022,0.0299,0.016,9575
2020-01-31,"93638","CA","Madera","Madera County","Madera",3053,1229,-0.004,-0.005,0.0366,10099
2020-01-31,"37086","TN","Nashville-Davidson--Murfreesboro--Franklin","Rutherford County","La Vergne",3054,1243,0.006,0.0048,0.0247,14416
2020-01-31,"76053","TX","Dallas-Fort Worth-Arlington","Tarrant County","Hurst",3055,1323,0.0002,-0.0163,-0.0054,8870
2020-01-31,"30045","GA","Atlanta-Sandy Springs-Roswell","Gwinnett County","Lawrenceville",3056,1530,-0.0009,0.0096,0.0337,16967
2020-01-31,"89130","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",3057,1447,-0.0075,-0.0087,0.0703,13417
2020-01-31,"21075","MD","Baltimore-Columbia-Towson","Howard County","Elkridge",3058,1847,-0.0024,-0.0174,-0.0066,11640
2020-01-31,"07107","NJ","New York-Newark-Jersey City","Essex County","Newark",3059,1559,-0.0067,-0.0039,0.0092,5076
2020-01-31,"66044","KS","Lawrence","Douglas County","Lawrence",3060,1058,0.0139,0.0418,-0.0054,9211
2020-01-31,"79106","TX","Amarillo","Potter County","Amarillo",3061,867,0.0122,0.022,0.0479,9780
2020-01-31,"80910","CO","Colorado Springs","El Paso County","Colorado Springs",3062,1391,0.009,0.0435,0.0844,8854
2020-01-31,"53223","WI","Milwaukee-Waukesha-West Allis","Milwaukee County","Milwaukee",3063,956,-0.0015,0.0087,0.0664,5593
2020-01-31,"68164","NE","Omaha-Council Bluffs","Douglas County","Omaha",3064,1231,-0.0049,0.0074,0.0113,7586
2020-01-31,"43212","OH","Columbus","Franklin County","Grandview Heights",3065,1422,0.004,-0.0041,-0.0102,7657
2020-01-31,"60050","IL","Chicago-Naperville-Elgin","McHenry County","McHenry",3066,1422,-0.013,-0.0175,0.0153,12671
2020-01-31,"55421","MN","Minneapolis-St. Paul-Bloomington","Anoka County","Columbia Heights",3067,1461,-0.0048,0.0106,0.0425,9488
2020-01-31,"92131","CA","San Diego-Carlsbad","San Diego County","San Diego",3068,2776,0.0127,0.0092,0.0433,13122
2020-01-31,"77489","TX","Houston-The Woodlands-Sugar Land","Fort Bend County","Missouri City",3069,1555,-0.0044,-0.0025,0.027,13123
2020-01-31,"48091","MI","Detroit-Warren-Dearborn","Macomb County","Warren",3070,1055,-0.0037,-0.0047,-0.0008,11759
2020-01-31,"22601","VA","Winchester","Frederick County","Winchester",3071,1276,0.0057,0.0093,0.0268,9478
2020-01-31,"29611","SC","Greenville-Anderson-Mauldin","Greenville County","Greenville",3072,1022,-0.0161,0.0196,0.0277,9397
2020-01-31,"33434","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","Boca Raton",3073,1988,-0.0111,-0.0281,-0.007,16806
2020-01-31,"68123","NE","Omaha-Council Bluffs","Sarpy County","Bellevue",3074,1150,0.0077,-0.0395,-0.1614,8266
2020-01-31,"55116","MN","Minneapolis-St. Paul-Bloomington","Ramsey County","Saint Paul",3075,1446,0.0196,0.0345,0.0223,7273
2020-01-31,"75234","TX","Dallas-Fort Worth-Arlington","Dallas County","Farmers Branch",3076,1487,-0.0026,-0.0035,-0.0196,10654
2020-01-31,"78705","TX","Austin-Round Rock","Travis County","Austin",3077,1774,0.0023,0.0231,0.0758,8540
2020-01-31,"23513","VA","Virginia Beach-Norfolk-Newport News","Norfolk City","Norfolk",3078,1167,0.0165,0.0279,0.0765,9658
2020-01-31,"14616","NY","Rochester","Monroe County","Town of Greece",3079,1042,0.0224,-0.037,-0.0572,9966
2020-01-31,"93422","CA","San Luis Obispo-Paso Robles-Arroyo Grande","San Luis Obispo County","Atascadero",3080,2259,-0.0014,0.0031,0.0155,10397
2020-01-31,"77536","TX","Houston-The Woodlands-Sugar Land","Harris County","Deer Park",3081,1338,-0.0173,-0.0002,0.0007,10829
2020-01-31,"19119","PA","Philadelphia-Camden-Wilmington","Philadelphia County","Philadelphia",3082,1348,-0.0113,-0.0113,0.0232,9724
2020-01-31,"37659","TN","Johnson City","Washington County","Jonesborough",3083,929,0.0021,-0.0109,0.0617,10656
2020-01-31,"81001","CO","Pueblo","Pueblo County","Pueblo",3084,1009,-0.0004,-0.0148,0.038,9756
2020-01-31,"46804","IN","Fort Wayne","Allen County","Fort Wayne",3085,1252,-0.0184,0.0373,0.0548,9570
2020-01-31,"62959","IL","Carbondale-Marion","Williamson County","Marion",3086,761,-0.0046,0.001,0.0034,10566
2020-01-31,"64151","MO","Kansas City","Jackson County","Kansas City",3087,1204,0.0001,-0.0214,0.0357,9161
2020-01-31,"21811","MD","Salisbury","Worcester County","Berlin",3088,1420,0.0011,0.0047,0.0436,14022
2020-01-31,"91780","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Temple City",3089,2577,-0.0043,-0.0113,0.0014,10035
2020-01-31,"08648","NJ","Trenton","Mercer County","Lawrence Township",3090,1749,0.0052,0.0142,0.0212,11116
2020-01-31,"37172","TN","Nashville-Davidson--Murfreesboro--Franklin","Robertson County","Springfield",3091,1245,-0.0135,-0.009,0.0611,10889
2020-01-31,"19050","PA","Philadelphia-Camden-Wilmington","Delaware County","Lansdowne",3092,1174,-0.0091,-0.0048,0.0197,9388
2020-01-31,"49506","MI","Grand Rapids-Wyoming","Kent County","Grand Rapids",3093,1535,0.0238,0.0391,0.0904,11529
2020-01-31,"43209","OH","Columbus","Franklin County","Bexley",3094,1097,-0.0215,-0.0297,-0.1234,8768
2020-01-31,"35211","AL","Birmingham-Hoover","Jefferson County","Birmingham",3095,753,0.0086,0.0522,0.0029,9748
2020-01-31,"95682","CA","Sacramento--Roseville--Arden-Arcade","El Dorado County","Shingle Springs",3096,2042,-0.0159,-0.0321,0.022,9879
2020-01-31,"83616","ID","Boise City","Ada County","Eagle",3097,1563,-0.001,-0.0048,0.0501,13522
2020-01-31,"78212","TX","San Antonio-New Braunfels","Bexar County","San Antonio",3098,1284,0.0073,-0.0015,-0.0111,9753
2020-01-31,"37931","TN","Knoxville","Knox County","Knoxville",3099,1233,-0.0113,-0.0105,0.032,10963
2020-01-31,"21225","MD","Baltimore-Columbia-Towson","Anne Arundel County","Brooklyn Park",3100,1169,-0.0199,-0.0584,-0.0867,9394
2020-01-31,"16509","PA","Erie","Erie County","Millcreek Township",3101,991,0.0037,-0.0079,0.0142,8992
2020-01-31,"20745","MD","Washington-Arlington-Alexandria","Prince Georges County","Forest Heights",3102,1680,-0.0011,-0.0113,0.0187,9128
2020-01-31,"93702","CA","Fresno","Fresno County","Fresno",3103,1057,0.0112,-0.0048,0.0535,9547
2020-01-31,"12303","NY","Albany-Schenectady-Troy","Schenectady County","Schenectady",3104,1110,0.0061,0.0176,0.0366,11736
2020-01-31,"55443","MN","Minneapolis-St. Paul-Bloomington","Hennepin County","Brooklyn Park",3105,1630,0.0114,0.0353,0.0359,1652
2020-01-31,"89141","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",3106,1712,-0.0024,-0.0155,0.0666,15275
2020-01-31,"07011","NJ","New York-Newark-Jersey City","Passaic County","Clifton",3107,1710,0.0124,-0.0059,0.0105,8207
2020-01-31,"33073","FL","Miami-Fort Lauderdale-West Palm Beach","Broward County","Coconut Creek",3108,1650,0.0028,0.0211,-0.0054,12248
2020-01-31,"44052","OH","Cleveland-Elyria","Lorain County","Lorain",3109,710,0.01,0.0359,0.0147,11249
2020-01-31,"94602","CA","San Francisco-Oakland-Hayward","Alameda County","Oakland",3110,2878,0.008,-0.0117,0.0068,9190
2020-01-31,"33409","FL","Miami-Fort Lauderdale-West Palm Beach","Palm Beach County","West Palm Beach",3111,1455,-0.0057,-0.0099,0.0053,10667
2020-01-31,"20782","MD","Washington-Arlington-Alexandria","Prince Georges County","Chillum",3112,1842,-0.0036,0.0067,0.0214,8081
2020-01-31,"92110","CA","San Diego-Carlsbad","San Diego County","San Diego",3113,2703,0.0039,-0.0095,0.0372,8035
2020-01-31,"45230","OH","Cincinnati","Hamilton County","Cincinnati",3114,1229,-0.0197,-0.0162,0.0398,11082
2020-01-31,"67217","KS","Wichita","Sedgwick County","Wichita",3115,795,0.0085,0.0133,0.0352,9560
2020-01-31,"02474","MA","Boston-Cambridge-Newton","Middlesex County","Arlington",3116,2608,0.0033,0.0025,0.0651,10198
2020-01-31,"79904","TX","El Paso","El Paso County","El Paso",3117,865,0.0047,0.0106,0.0001,7830
2020-01-31,"46268","IN","Indianapolis-Carmel-Anderson","Marion County","Indianapolis",3118,1092,-0.0196,-0.0008,0.0206,7903
2020-01-31,"38506","TN","Cookeville","Putnam County","Cookeville",3119,985,-0.0006,0.0112,-0.0305,10668
2020-01-31,"33183","FL","Miami-Fort Lauderdale-West Palm Beach","Miami-Dade County","Kendale Lakes",3120,1888,-0.0122,-0.0182,-0.015,16423
2020-01-31,"33907","FL","Cape Coral-Fort Myers","Lee County","Fort Myers",3121,1473,0.007,0.0264,0.0147,11557
2020-01-31,"60189","IL","Chicago-Naperville-Elgin","DuPage County","Wheaton",3122,1670,-0.0002,-0.0156,0.0043,10837
2020-01-31,"60142","IL","Chicago-Naperville-Elgin","McHenry County","Huntley",3123,1662,-0.0011,0.0083,0.0184,5466
2020-01-31,"95122","CA","San Jose-Sunnyvale-Santa Clara","Santa Clara County","San Jose",3124,2963,-0.0051,-0.0234,-0.0409,9969
2020-01-31,"07747","NJ","New York-Newark-Jersey City","Monmouth County","Matawan",3125,1956,-0.009,0.0002,0.0009,12056
2020-01-31,"78552","TX","Brownsville-Harlingen","Cameron County","Harlingen",3126,968,0.0014,-0.0085,0.0218,11054
2020-01-31,"43050","OH","Mount Vernon","Knox County","Mount Vernon",3127,973,0.0113,0.0018,0.0432,11017
2020-01-31,"60527","IL","Chicago-Naperville-Elgin","DuPage County","Burr Ridge",3128,1674,0.0081,0.0285,0.0129,12856
2020-01-31,"78634","TX","Austin-Round Rock","Williamson County","Hutto",3129,1648,0.0048,0.0067,0.0467,12689
2020-01-31,"70607","LA","Lake Charles","Calcasieu Parish","Lake Charles",3130,1079,-0.0182,-0.043,-0.0954,1785
2020-01-31,"85331","AZ","Phoenix-Mesa-Scottsdale","Maricopa County","Phoenix",3131,2097,0.0262,0.0587,0.1148,14639
2020-01-31,"89134","NV","Las Vegas-Henderson-Paradise","Clark County","Las Vegas",3132,1524,-0.003,-0.0041,0.0449,14576
2020-01-31,"73162","OK","Oklahoma City","Oklahoma County","Oklahoma City",3133,1121,-0.0124,0.0008,0.0156,10621
2020-01-31,"60631","IL","Chicago-Naperville-Elgin","Cook County","Chicago",3134,1555,-0.0002,-0.0016,0.0029,11215
2020-01-31,"32117","FL","Deltona-Daytona Beach-Ormond Beach","Volusia County","Holly Hill",3135,1225,-0.0001,0.0131,0.0601,10634
2020-01-31,"17202","PA","Chambersburg-Waynesboro","Franklin County","Hamilton Township",3136,983,0.006,0.0235,-0.0281,8821
2020-01-31,"33809","FL","Lakeland-Winter Haven","Polk County","Lakeland",3137,1261,-0.004,0.0106,0.0378,9802
2020-01-31,"20164","VA","Washington-Arlington-Alexandria","Loudoun County","Sterling",3138,2031,0.0011,-0.0033,-0.0534,12317
2020-01-31,"20155","VA","Washington-Arlington-Alexandria","Prince William County","Gainesville",3139,2017,0.0103,-0.0031,0.0093,13602
2020-01-31,"90604","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Whittier",3140,2387,-0.0058,0.0007,0.0177,9993
2020-01-31,"44125","OH","Cleveland-Elyria","Cuyahoga County","Garfield Heights",3141,846,0.0109,0.0132,0.0005,11990
2020-01-31,"58554","ND","Bismarck","Morton County","Mandan",3142,1108,-0.0062,-0.0172,-0.1167,1314
2020-01-31,"38117","TN","Memphis","Shelby County","Memphis",3143,1524,0.0053,-0.0243,0.0368,12420
2020-01-31,"92701","CA","Los Angeles-Long Beach-Anaheim","Orange County","Santa Ana",3144,2226,-0.0038,-0.0156,-0.0027,6425
2020-01-31,"11717","NY","New York-Newark-Jersey City","Suffolk County","Town of Islip",3145,2513,-0.0107,-0.0223,-0.0059,1623
2020-01-31,"46516","IN","Elkhart-Goshen","Elkhart County","Elkhart",3146,810,-0.0017,0.0162,0.0095,10265
2020-01-31,"89503","NV","Reno","Washoe County","Reno",3147,1594,0.0027,0.0313,0.058,9582
2020-01-31,"31601","GA","Valdosta","Lowndes County","Valdosta",3148,747,-0.0261,-0.0228,0.0137,6552
2020-01-31,"91739","CA","Riverside-San Bernardino-Ontario","San Bernardino County","Rancho Cucamonga",3149,2251,0.0071,0.0234,0.0114,12585
2020-01-31,"75604","TX","Longview","Gregg County","Longview",3150,983,0.0259,0.0501,0.0802,9008
2020-01-31,"02038","MA","Boston-Cambridge-Newton","Norfolk County","Franklin",3151,2167,-0.0276,-0.0182,0.0082,11426
2020-01-31,"60656","IL","Chicago-Naperville-Elgin","Cook County","Chicago",3152,1569,0.0123,0.0138,0.0325,9669
2020-01-31,"55904","MN","Rochester","Olmsted County","Rochester",3153,1285,0.0211,0.0491,0.0632,9953
2020-01-31,"90002","CA","Los Angeles-Long Beach-Anaheim","Los Angeles County","Los Angeles",3154,2301,-0.0047,-0.0035,-0.0087,8555
2020-01-31,"27889","NC","Washington","Beaufort County","Washington",3155,1063,0.0043,0.007,-0.007,9938
2020-01-31,"10704","NY","New York-Newark-Jersey City","Westchester County","Yonkers",3156,2073,-0.0182,-0.0292,-0.0123,7679
2020-01-31,"11358","NY","New York-Newark-Jersey City","Queens County","New York",3157,2128,-0.0168,-0.0204,-0.028,13234
2020-01-31,"06033","CT","Hartford-West Hartford-East Hartford","Hartford County","Glastonbury",3158,1427,-0.003,-0.0048,0.0102,21733
2020-01-31,"12010","NY","Amsterdam","Montgomery County","Town of Amsterdam",3159,896,0.0045,0.0133,-0.096,10575
2020-01-31,"28715","NC","Asheville","Buncombe County","Candler",3160,1398,0.0181,0.0326,0.026,8598
2020-01-31,"33626","FL","Tampa-St. Petersburg-Clearwater","Hillsborough County","Westchase",3161,1563,0.0057,-0.0027,0.0185,12213
2020-01-31,"60624","IL","Chicago-Naperville-Elgin","Cook County","Chicago",3162,1382,-0.0063,0.0126,-0.0131,4495
2020-01-31,"17022","PA","Lancaster","Lancaster County","Elizabethtown",3163,1108,0.0094,-0.0234,0.0071,10377
