"SAGDP9N Real GDP by state 1/"
"(Millions of chained 2012 dollars)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018"
"48000","Texas","85","    Military",9919.5,9944.2,9990.6,10229.9,10600.1,11646.3,12625.4,12967.6,13557.2,14497.6,15297.0,16455.9,17108.6,16732.4,16715.7,16760.1,15837.2,15145.6,14880.6,14403.1,14266.9,"(NA)"
"48000","Texas","86","    State and local",87484.9,87201.2,89906.5,93517.4,95904.3,98736.4,100208.3,98683.8,100054.2,100419.7,102899.9,105520.7,108333.3,110315.7,108809.3,110910.9,112346.4,113125.6,115758.0,119162.4,120241.3,"(NA)"
"48000","Texas","","Addenda:","","","","","","","","","","","","","","","","","","","","","",""
"48000","Texas","87","Natural resources and mining",114052.2,113048.5,114272.4,95030.9,114518.8,128632.5,112064.5,109284.6,109897.6,124062.4,136030.1,131362.0,154711.8,132300.2,136730.1,167078.4,182791.1,206304.3,236609.3,216296.2,229228.9,241853.4
"48000","Texas","88","Trade",103227.3,117383.1,124819.3,130101.2,133636.4,135846.8,140412.1,147635.6,156531.8,163261.8,168423.4,171232.2,160926.1,171046.5,177897.4,191874.4,198154.9,207307.9,215635.8,215154.4,217130.6,224868.2
"48000","Texas","89","Transportation and utilities",57155.6,60405.6,66197.1,68241.4,67265.9,59696.9,60318.6,64025.3,64688.4,69010.2,68767.8,69791.2,64400.4,70105.1,73383.3,75108.0,71938.6,72242.6,74080.8,75162.8,79378.5,82565.8
"48000","Texas","91","Private goods-producing industries 2/",265297.9,280166.8,280226.3,283070.5,300992.4,313428.7,306617.9,342090.8,339638.6,379952.1,412442.5,390679.9,401151.6,394758.7,407089.3,436770.4,477966.4,483613.9,519845.1,501509.4,521997.4,545201.0
"48000","Texas","92","Private services-providing industries 3/",494023.7,532999.1,565139.8,589877.1,594776.1,599380.2,608862.5,629711.6,659993.0,694799.0,722301.0,743228.4,723230.0,756018.5,787406.0,823046.0,842717.2,887785.7,922302.9,935646.4,961038.0,1004085.5
"Legend / Footnotes:"
"1/ Real GDP is in millions of chained 2012 dollars. Industry detail is based on the 2012 North American Industry Classification System (NAICS). Calculations are performed on unrounded data. Chained (2012) dollar series are calculated as the product of the chain-type quantity index and the 2012 current-dollar value of the corresponding series, divided by 100. Because the formula for the chain-type quantity indexes uses weights of more than one period, the corresponding chained-dollar estimates are usually not additive. The difference between the United States and sum-of-states reflects federal military and civilian activity located overseas, as well as the differences in source data used to estimate GDP by industry and the expenditures measure of real GDP."
"2/ The private goods-producing industries consist of agriculture, forestry, fishing, and hunting; mining, quarrying, and oil and gas extraction; construction; and manufacturing."
"3/ The private services-producing industries consist of utilities; wholesale trade; retail trade; transportation and warehousing, excluding Postal Service; information; finance and insurance; real estate, rental, and leasing; professional, scientific, and technical services; management of companies; administrative and support and waste management and remediation services; educational services; health care and social assistance; arts, entertainment, and recreation; accommodation and food services; and other services (except government and government enterprises)."
"(NA) Not available."
"Last updated: November 7, 2019-- revised statistics for 2014-2018."
